PUNO,PUCODE,PUNAME,PUPARENT,PUREFCODE,DEPTNO,COSTCENTERNO,PUTYPENO,PUSTATUSNO,PUCRITICALNO,PULOCTYPENO,PULOCATION,NOTE,FLAGDEL,HIERARCHYNO,CHILDMAX,CURR_LEVEL,BudgetCalc_Flag,TEXT1,TEXT2,TEXT3,NUMBER1,NUMBER2,DATE1,DATE2,LOGIC1,LOGIC2,UPDATEUSER,UPDATEDATE,PU_DTCost
6446,PS-UFPT,Fire protection system at Positive Treat Plant,5962,,25,13,230,1,6,4,,,F,00000710000014,5,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230523,0
6447,PS-UFPT-EECN-01,Fire Alarm System Positive Treat,6446,,26,13,40,NULL,6,4,,,F,000007100000140000001,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230523,0
6448,PS-UFPT-EXGH-01,Extinguisher at Positive Treat Plant,6446,,25,13,279,1,7,4,,,F,000007100000140000002,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230523,0
6449,PS-UFPT-FHCS-01,Fire hose reel positive treat plant,6446,,25,13,50,1,7,4,,,F,000007100000140000003,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230523,0
6450,PS-UFPT-SPKL-01,Sprinkler at Positive Treat plant,6446,,25,13,230,1,6,4,,,F,000007100000140000004,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230523,0
6451,DJ-LNA-DCC-BKD,LNA Bucket elevator dryer JR,5560,,5,17,12,1,6,17,,,F,0000013000000500000160000021,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250312,0
6452,DJ-LNA-DCC,JAROEN LNA DCC: DRYER COATER COOLER,2335,,23,17,38,1,4,72,,,F,000000800000800000001,2,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250312,0
6453,DJ-LNA-DCC-BKC,LNA Bucket elevator Cooler JR,5565,,5,17,12,1,6,17,,,F,0000013000000500000200000008,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250312,0
6454,DJ-IMS-OFD-SCR-01,Jaroen Out feed screw fine,4763,,5,17,123,1,7,63,,,F,000001300000070000032,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20230605,0
6455,DP-UVEN-EXHF-34,Exhaust Fan for battery charging room (EF-10),770,,72,11,219,NULL,6,31,,,F,000000500000230000054,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20241008,0
6456,DP-PACK-BAND-06,Bigbag line 1 Hot sealing Newlong,6710,,29,3,6,1,5,9,,,F,0000005000001000002160000011,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20250612,0
6457,DP-HCRM,Hot cream process,146,,23,3,230,1,5,18,,,F,00000050000054,24,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230705,0
6458,DP-HCRM-PUMS-01,Hot cream process IKA mixer,1414,,23,3,115,1,5,18,,,F,000000500000540000001,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230705,0
6459,DP-HCRM-LIWF-01,Hot cream process loss in weight,1414,,23,3,115,1,5,18,,,F,00000080000657,0,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20240308,0
6460,DP-HCRM-PUMS-02,Discharge pump heating skid,1414,,23,3,115,1,5,18,,,F,000000500000540000003,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6461,DP-HCRM-PUMS-03,Coilloid mill pump heating skid,1414,,23,3,115,1,5,18,,,F,000000500000540000004,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6462,DP-HCRM-TANK-01,Terlotherm tank heating skid,1414,,23,3,141,1,5,18,,,F,000000500000540000005,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6463,DP-HCRM-TANK-02,Hot cream process tank heating skid,1414,,23,3,141,1,5,18,,,F,000000500000540000006,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6464,DP-HCRM-PUMP-04,Hot cream process agitator tank red heating skid,1414,,33,3,115,1,5,18,,,F,00000080000651,0,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230705,0
6465,DP-HCRM-PUMS-04,Hot cream process agitator tank heating skid,1414,,23,3,115,1,5,18,,,F,000000500000540000008,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6466,DP-HCRM-TANK-03,Hot cream process holding tube 1,1414,,23,3,141,1,5,18,,,F,000000500000540000009,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230705,0
6467,DP-HCRM-TANK-04,Hot cream process holding tube 2,1414,,23,3,141,1,5,18,,,F,000000500000540000010,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230705,0
6468,DP-HCRM-TANK-05,Hot cream process holding tube 3,1414,,23,3,141,1,5,18,,,F,000000500000540000011,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230705,0
6469,DP-HCRM-TANK-06,Hot cream process tank cooling skid,1414,,23,3,141,1,5,18,,,F,000000500000540000012,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6470,DP-HCRM-TANK-07,Terlotherm tank cooling skid,1414,,23,3,141,1,5,18,,,F,000000500000540000013,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6471,DP-HCRM-PUMS-05,Hot cream process agitator tank cooling skid,1414,,23,3,115,1,5,18,,,F,000000500000540000014,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6472,DP-HCRM-PUMS-06,Discharge pump cooling skid,1414,,23,3,115,1,5,18,,,F,000000500000540000015,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6473,DP-HCRM-PUMS-07,Coilloid mill pump cooling skid,1414,,23,3,115,1,5,18,,,F,000000500000540000016,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20240221,0
6474,DJ-ICS,Dry2 Industrial Control System,4456,,26,23,230,1,5,2,,,F,00000130000049,2,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230711,0
6475,DJ-ICS-L3,Dry2 Industrial Control System Level3,6474,,26,23,304,1,5,2,,,F,000001300000490000001,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230711,0
6476,DJ-ICS-L2,Dry2 Industrial Control System Level2,6474,,26,23,304,1,5,2,,,F,000001300000490000002,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230711,0
6477,DP-PACK-ROLL-07,Packing Robot roller conveyor 1,6480,,29,3,120,1,6,19,,,F,0000005000001000002150000003,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250426,0
6478,DP-PACK-BELT-59,Packing Robot Centering belt conveyor,6480,,29,3,8,1,6,19,,,F,0000005000001000002150000007,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250426,0
6479,DP-PACK-ROLL-08,Packing Robot Pick-up conveyor,6480,,29,3,8,1,6,19,,,F,0000005000001000002150000004,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250424,0
6480,DP-PACK-ROBO-01,Packing Paletizer Robot L1,538,,29,3,306,1,6,9,DRY 1,START UP 2023,F,000000500000100000215,10,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20241008,0
6481,DP-PACK-ROLL-09,Packing Robot Pallet dispenser,6480,,29,3,8,1,6,19,,,F,0000005000001000002150000005,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250424,0
6482,DJ-MNR-IFD-HPR-37,LNA Cyclone minor infeed hopper 37,4759,,23,17,61,1,6,67,,,F,000001300000030000044,2,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230822,0
6483,DJ-MNR-IFD-RVL-02,LNA Cyclone minor infeed rotary valve2 (M221),6482,,23,17,274,1,5,67,,,F,0000013000000300000440000001,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230822,0
6484,DJ-MNR-IFD-VLV-08,LNA Cyclone minor infeed buttterfly valve8,6482,,23,17,264,1,5,67,,,F,0000013000000300000440000002,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20230822,0
6485,SN-LNB-CRM-HEX-06,Sanook hot water system for cleaning,6111,,23,18,218,1,6,18,,,F,0000014000000100000080000004,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,67,20230831,0
6486,DP-LIQU-TANK-17,Palm stearin tank,287,,29,3,141,1,7,75,,INSTALL ON 13/08/2023,F,000000500000070000030,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20230905,0
6488,DP-MCCR-MCC-01,MCC Room 1,308,,26,22,290,1,5,2,,,F,000000500000080000272,13,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230928,0
6489,DP-MCCR-MCC-02,MCC Room 2,308,,26,22,290,1,5,2,,,F,000000500000080000273,10,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230928,0
6490,DP-MCCR-MCC-03,MCC Room C&T,308,,26,24,290,1,5,2,,,F,000000500000080000274,2,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20251211,0
6491,DP-MCCR-MCC-04,MCC Room Hot Cream,308,,26,22,290,1,5,2,,,F,000000500000080000275,2,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230928,0
6492,DP-MCCR-EECN-46,PLC Hot Cream,6491,,26,22,40,1,5,2,,,F,0000005000000800002750000001,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230928,0
6493,DP-MCCR-EECN-47,PLC 4-2,6491,,26,22,40,1,5,2,MCC HOT CREAM,,F,0000005000000800002750000002,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20230928,0
6494,DJ-USTR-MCCR-01,MCC Room Red Area,5522,,25,20,290,1,6,4,3RD FLOOR RED,,F,000001300000310000002,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231002,0
6495,DJ-USTR-MCCR-02,MCC Room Blue Area,5522,,25,20,290,1,6,4,2ND FLOOR BLUE,,F,000001300000310000003,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231002,0
6496,DJ-USTR-DCLK-01,D_#1,5522,,25,20,32,3,6,52,,,F,000001300000310000007,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20241008,0
6497,DJ-USTR-DCLK-02,D_#2,5522,,25,20,32,3,6,52,,,F,000001300000310000008,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20241008,0
6498,DJ-USTR-DCLK-03,D_#3,1414,,25,20,32,3,6,37,,,F,00000080000656,NULL,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20240301,0
6499,DJ-USTR-DOHP-01,H_ dock load raw material #1,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6500,DJ-USTR-DOHP-02,H_ dock load raw material #2,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6501,DJ-USTR-DOHP-03,H_waste room transit #1,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6502,DJ-USTR-DOHP-04,H_waste room transit #2,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6503,DJ-USTR-DOHP-05,H_ Red liquid room,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6504,DJ-USTR-DOHP-06,H_ DMH batching,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6505,DJ-USTR-DOHP-07,H_Waste wet,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6506,DJ-USTR-DOHP-08,H_Extruder Jaroen-Sanook,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6507,DJ-USTR-DOHP-09,H_Extruder Jaroen- Waste wet,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6508,DJ-USTR-DOHP-10,H_Extruder Sanook - Waste wet,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6509,DJ-USTR-DOHP-11,H_Extruder -washing room,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6510,DJ-USTR-DOHP-12,H_blue corridor-packing,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6511,DJ-USTR-DOHP-13,H_blue liquid room,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6512,DJ-USTR-DOHP-14,H_blue powder room,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6513,DJ-USTR-DOHP-15,H_packing hall to set down #1,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6514,DJ-USTR-DOHP-16,H_packing hall to set down #2,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6515,DJ-USTR-DOHP-17,H_ Dock load #1,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6516,DJ-USTR-DOHP-18,H_ Dock load #2,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6517,DJ-USTR-DOHP-19,H_ Dock load #3,5522,NULL,25,20,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6518,DJ-USTR-DORL-01,S_ dock load #1,5522,NULL,25,20,223,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6519,DJ-USTR-DORL-02,S_ dock load #2,5522,NULL,25,20,223,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6520,DJ-USTR-DORL-03,S_ dock load #3,5522,NULL,25,20,223,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6521,DJ-USTR-DORL-04,S_ receiving pit Dry 2,5522,NULL,25,20,223,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6522,DJ-USTR-DOSW-01,DCC floor#1,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6523,DJ-USTR-DOSW-02,DCC floor#2,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6524,DJ-USTR-DOSW-03,DCC floor#3,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6525,DJ-USTR-DOSW-04,DCC floor#4,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6526,DJ-USTR-DOSW-05,DCC floor#5,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6527,DJ-USTR-DOSW-06,DCC floor#6,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6528,DJ-USTR-DOSW-07,DCC floor#7,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6529,DJ-USTR-DOSW-08,DCC floor#8,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6530,DJ-USTR-DOSW-09,DCC floor#8.1,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6531,DJ-USTR-DOSW-10,E_ Exit door Set down,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6532,DJ-USTR-DOSW-11,E_ Exit door  Blue corridor,5522,NULL,25,20,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6533,DP-USTR-DCkL-06,Loading Dock Packmat No.6,763,,25,11,32,1,6,37,,,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20241001,0
6534,DP-USTR-DCKL-07,Loading Dock Batching Dry1,763,,25,11,32,1,6,37,,,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20241001,0
6535,DP-USTR-DOHP-01,H_ Waste transit outside Set down  IN,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6536,DP-USTR-DOHP-02,H_Waste transit door  inside IN,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6537,DP-USTR-DOHP-03,H_  set down-packing hall #1,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6538,DP-USTR-DOHP-04,H_  set down-packing hall #2,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6539,DP-USTR-DOHP-05,H_pack material ( Set down),763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6540,DP-USTR-DOHP-06,H_ Waste transit outside Set down OUT,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6541,DP-USTR-DOHP-07,H_Waste transit door  inside OUT,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6542,DP-USTR-DOHP-08,H_ Charge battery folk lift,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6543,DP-USTR-DOHP-09,H_ Packing to DCC,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6544,DP-USTR-DOHP-10,H_ DCC transit inside,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6545,DP-USTR-DOHP-11,H_ DCC transit outside,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6546,DP-USTR-DOHP-12,H_transit Extruder to digest #1,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6547,DP-USTR-DOHP-13,H_transit Extruder to digest #2,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6548,DP-USTR-DOHP-14,H_ Digest area (batching to digest),763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6549,DP-USTR-DOHP-15,H_ Blue washing room #1,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6550,DP-USTR-DOHP-16,H_ Blue washing room #2,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6551,DP-USTR-DOHP-17,H_ Blue washing room #3,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6552,DP-USTR-DOHP-18,H_ Red washing room #1,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6553,DP-USTR-DOHP-19,H_ Red washing room #2,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6554,DP-USTR-DOHP-20,H_ Red washing room #3,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6555,DP-USTR-DOHP-21,H_ dock load batching #1,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6556,DP-USTR-DOHP-22,H_ dock load batching #2,763,NULL,25,11,305,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6557,DP-USTR-DORL-18,S_Pack material  (Dock laod#6),763,NULL,25,11,223,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6558,DP-USTR-DORL-19,S_ Dry 1 cold room,763,NULL,25,11,223,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6559,DP-USTR-DORL-20,S_ Receiving pit (spiral door) ,763,NULL,25,11,223,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6560,DP-USTR-DOSW-49,Door driver waiting room,763,NULL,25,11,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
6561,DP-USTR-DOSW-50,S-Lab factory Exit door,763,NULL,25,11,222,1,6,37,NULL,NULL,F,NULL,NULL,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20231005,0
